# International Personality Item Pool (IPIP) — item-assignment table
#
# Source:      TedoneItemAssignmentTable30APR21.xlsx
#              https://ipip.ori.org/newMultipleconstructs.htm
# Provider:    International Personality Item Pool (https://ipip.ori.org),
#              Oregon Research Institute.
# License:     Public domain. IPIP items and scales are provided without
#              copyright restriction; no permission is required to use them.
#              Please credit the IPIP and the Oregon Research Institute.
#
# Normalization applied when converting the source .xlsx to this file:
#   - the single sheet ("data_nodupes") is emitted verbatim, column for column
#     (instrument, alpha, key, text, label); no rows are dropped or rewritten;
#   - 200 trailing all-blank spreadsheet rows are omitted;
#   - rows are sorted by (label, instrument, text) so the file diffs stably.
#
# Shape: 3805 assignments, 1961 unique items, 246 labels, 36 instruments.
#
# Four quirks of the source data that consumers must handle (see items.go):
#   - `alpha` is occasionally a comma-separated list ("0.59,0.63") where an item
#     is assigned via more than one scale; 278 rows are of this form.
#   - `alpha` is "." on 32 rows, all from the IPIP-IPC instrument, where the
#     source reports no reliability for the scale.
#   - `alpha` is out of range on 26 rows: 16 BIS_BAS rows read "1994" (the
#     Carver & White citation year) and 10 MPQ rows read "12" (an item count).
#     Cronbach's alpha cannot exceed 1, so these are slips in the source table
#     and are treated as "no reported reliability".
#   - `key` is 0 (rather than +1/-1) on 39 rows, all from the VIA instrument,
#     where the source leaves the keying direction undetermined.
#
# These are preserved verbatim rather than corrected: this file is a faithful
# copy of the published table, and the interpretation lives in the loader.
#
# Lines beginning with '#' are comments and are skipped by the loader.
instrument,alpha,key,text,label
VIA,0.75,1,Have taken frequent stands in the face of strong opposition.,Bravery/Courage/Valor
VIA,0.75,1,Speak up in protest when I hear someone say mean things.,Bravery/Courage/Valor
CAT-PD,"0.85,0.83",1,Am a cold-hearted person.,Callousness
CAT-PD,"0.85,0.83",1,Am indifferent to the feelings of others.,Callousness
CAT-PD,"0.85,0.83",1,Am not a caring person.,Callousness
CAT-PD,"0.85,0.83",1,Am not a sympathetic person.,Callousness
CAT-PD,"0.85,0.83",1,Can't be bothered with others’ needs.,Callousness
CAT-PD,"0.85,0.83",-1,Care about others.,Callousness
CAT-PD,"0.85,0.83",1,Do not care how my actions affect others.,Callousness
IPIP-IPC,.,1,Am not interested in other people’s problems.,Callousness
IPIP-IPC,.,1,Believe people should fend for themselves.,Callousness
IPIP-IPC,.,1,Don't fall for sob stories.,Callousness
IPIP-IPC,.,1,Don't put a lot of thought into things.,Callousness
6FPQ,0.87,1,Am not easily annoyed.,Calmness
6FPQ,0.87,-1,Get angry easily.,Calmness
6FPQ,0.87,-1,Get irritated easily.,Calmness
6FPQ,0.87,-1,Get upset easily.,Calmness
6FPQ,0.87,-1,Lose my temper.,Calmness
6FPQ,0.87,1,Rarely complain.,Calmness
6FPQ,0.87,1,Rarely get irritated.,Calmness
6FPQ,0.87,1,Rarely lose my composure.,Calmness
6FPQ,0.87,1,Seldom get mad.,Calmness
6FPQ,0.87,-1,Snap at people.,Calmness
AB5C,0.83,1,Accept people as they are.,Calmness
AB5C,0.83,-1,Am often in a bad mood.,Calmness
AB5C,0.83,-1,Get furious.,Calmness
AB5C,0.83,-1,Have days when I'm mad at the world.,Calmness
AB5C,0.83,1,Take things as they come.,Calmness
CPI,0.66,-1,Act quickly without thinking.,Calmness
CPI,0.66,1,Am not easily frustrated.,Calmness
CPI,0.66,1,Am relaxed most of the time.,Calmness
CPI,0.66,1,Believe in human goodness.,Calmness
CPI,0.66,-1,Blurt out whatever comes into my mind.,Calmness
CPI,0.66,-1,Expect things to fail.,Calmness
CPI,0.66,-1,Have frequent mood swings.,Calmness
CPI,0.66,-1,Judge myself more harshly than others do.,Calmness
CPI,0.66,-1,Look for hidden meanings in things.,Calmness
CPI,0.66,-1,React intensely.,Calmness
HPI,0.76,1,Am easy to satisfy.,Calmness
HPI,0.76,1,Am on good terms with nearly everyone.,Calmness
HPI,0.76,-1,Am quick to judge others.,Calmness
HPI,0.76,-1,Have a sharp tongue.,Calmness
HPI,0.76,-1,Hold a grudge.,Calmness
HPI,0.76,1,Seldom take offense.,Calmness
HPI,0.76,-1,Speak ill of others.,Calmness
HPI-HIC,0.75,1,Am calm even in tense situations.,Calmness
HPI-HIC,0.79,1,Am not easily bothered by things.,Calmness
HPI-HIC,0.79,1,Don't worry about things that have already happened.,Calmness
HPI-HIC,0.79,-1,Get caught up in my problems.,Calmness
HPI-HIC,0.75,-1,Get overwhelmed by emotions.,Calmness
HPI-HIC,0.79,-1,Get stressed out easily.,Calmness
HPI-HIC,0.75,1,Keep a cool head.,Calmness
HPI-HIC,0.75,-1,Panic easily.,Calmness
HPI-HIC,0.75,1,Remain calm under pressure.,Calmness
HPI-HIC,0.79,-1,Worry about things.,Calmness
VIA,0.7,1,Am the most important person in someone else's life.,Capacity for Love
VIA,0.7,1,Am willing to take risks to establish a relationship.,Capacity for Love
VIA,0.7,1,Can express love to someone else.,Capacity for Love
VIA,0.7,0,"Could never stop loving my family and close friends, no matter what they did.",Capacity for Love
VIA,0.7,-1,Do not easily share my feelings with others.,Capacity for Love
VIA,0.7,-1,Feel isolated from other people.,Capacity for Love
VIA,0.7,-1,Have difficulty accepting love from anyone.,Capacity for Love
VIA,0.7,1,Know someone whom I really care about as a person.,Capacity for Love
VIA,0.7,1,Know that some others accept my shortcomings.,Capacity for Love
VIA,0.7,1,Know that there are people in my life who care as much for me as for themselves.,Capacity for Love
AB5C,0.77,-1,Am easily talked into doing silly things.,Cautiousness
AB5C,0.77,-1,Do crazy things.,Cautiousness
AB5C,0.77,-1,Jump into things without thinking.,Cautiousness
AB5C,0.77,-1,Laugh at the slightest provocation.,Cautiousness
AB5C,0.77,-1,Like to act on a whim.,Cautiousness
AB5C,0.77,-1,Like to laugh out loud.,Cautiousness
AB5C,0.77,1,Never spend more than I can afford.,Cautiousness
AB5C,0.77,1,Never splurge.,Cautiousness
AB5C,0.77,-1,Often make last-minute plans.,Cautiousness
AB5C,0.77,1,Purchase only practical things.,Cautiousness
AB5C,0.77,1,Take precautions.,Cautiousness
AB5C,0.77,1,Tend to dislike impulsive people.,Cautiousness
NEO,0.76,-1,Act without thinking.,Cautiousness
NEO,0.76,1,Avoid mistakes.,Cautiousness
NEO,0.76,1,Choose my words with care.,Cautiousness
NEO,0.76,-1,Make rash decisions.,Cautiousness
NEO,0.76,-1,Rush into things.,Cautiousness
NEO,0.76,1,Stick to my chosen path.,Cautiousness
NEO,0.81,-1,Am not easily amused.,Cheerfulness
NEO,0.81,1,Amuse my friends.,Cheerfulness
NEO,0.81,1,Express childlike joy.,Cheerfulness
NEO,0.81,1,Have a lot of fun.,Cheerfulness
NEO,0.81,1,Laugh aloud.,Cheerfulness
NEO,0.81,1,Laugh my way through life.,Cheerfulness
NEO,0.81,1,Look at the bright side of life.,Cheerfulness
NEO,0.81,1,Love life.,Cheerfulness
NEO,0.81,1,Radiate joy.,Cheerfulness
NEO,0.81,-1,Seldom joke around.,Cheerfulness
CAT-PD,"0.82,0.88",1,Am easily disoriented.,Cognitive Problems
CAT-PD,"0.82,0.88",1,Easily lose my train of thought.,Cognitive Problems
CAT-PD,"0.82,0.88",-1,Formulate ideas clearly.,Cognitive Problems
CAT-PD,"0.82,0.88",1,Frequently get things mixed up in my head.,Cognitive Problems
CAT-PD,"0.82,0.88",-1,Have a good memory for things I've done throughout the day.,Cognitive Problems
CAT-PD,"0.82,0.88",1,Often feel like my thoughts make no sense.,Cognitive Problems
CAT-PD,"0.82,0.88",1,Often have disorganized thoughts.,Cognitive Problems
CAT-PD,"0.82,0.88",1,Often space out and lose track of what's going on.,Cognitive Problems
BIDR,0.79,-1,Always know why I do things.,Cognitive-Failures
BIDR,0.79,1,Can't make up my mind.,Cognitive-Failures
BIDR,0.79,1,Get confused easily.,Cognitive-Failures
BIDR,0.79,1,Have difficulty keeping things in mind.,Cognitive-Failures
BIDR,0.79,1,Let my attention wander off.,Cognitive-Failures
BIDR,0.79,-1,Like to take responsibility for making decisions.,Cognitive-Failures
BIDR,0.79,1,Often forget things.,Cognitive-Failures
BIDR,0.79,-1,Pay attention to details.,Cognitive-Failures
BIDR,0.79,-1,Remain calm under pressure.,Cognitive-Failures
BIDR,0.79,1,Spill things.,Cognitive-Failures
BFAS,0.84,-1,Am indifferent to the feelings of others.,Compassion
BFAS,0.84,-1,Am not interested in other people’s problems.,Compassion
BFAS,0.84,-1,Can’t be bothered with other’s needs.,Compassion
BFAS,0.84,-1,Don’t have a soft side.,Compassion
BFAS,0.84,1,Feel others’ emotions.,Compassion
BFAS,0.84,1,Inquire about others' well-being.,Compassion
BFAS,0.84,1,Like to do things for others.,Compassion
BFAS,0.84,1,Sympathize with others’ feelings.,Compassion
BFAS,0.84,1,Take an interest in other people’s lives.,Compassion
BFAS,0.84,-1,Take no time for others.,Compassion
TCI,0.72,1,Accept others' weaknesses.,Compassion
TCI,0.72,1,Am inclined to forgive others.,Compassion
TCI,0.72,-1,Do things out of revenge.,Compassion
TCI,0.72,-1,Find it hard to forgive others.,Compassion
TCI,0.72,-1,Get angry easily.,Compassion
TCI,0.72,-1,Get back at others.,Compassion
TCI,0.72,-1,Get even with others.,Compassion
TCI,0.72,-1,Hold a grudge.,Compassion
TCI,0.72,-1,Look down on others.,Compassion
TCI,0.72,1,Try to forgive and forget.,Compassion
AB5C,0.74,1,Excel in what I do.,Competence
AB5C,0.74,1,Know how to apply my knowledge.,Competence
AB5C,0.74,1,Learn quickly.,Competence
AB5C,0.74,1,Look at the facts.,Competence
AB5C,0.74,1,Meet challenges.,Competence
AB5C,0.74,1,Need things explained only once.,Competence
AB5C,0.74,1,Seek explanations of things.,Competence
AB5C,0.74,1,Use my brain.,Competence
CPI,0.74,-1,Am easily hurt.,Competence
CPI,0.74,-1,Am easily offended.,Competence
CPI,0.74,1,Am full of ideas.,Competence
CPI,0.74,1,Come up with good solutions.,Competence
CPI,0.74,-1,Excel in nothing at all.,Competence
CPI,0.74,-1,Feel crushed by setbacks.,Competence
CPI,0.74,-1,Get confused easily.,Competence
CPI,0.74,-1,Know that I am not a special person.,Competence
CPI,0.74,-1,Question my ability to do my work properly.,Competence
HPI,0.8,1,Accomplish a lot of work.,Competence
HPI,0.8,-1,Am not sure where my life is going.,Competence
HPI,0.8,1,Carry out my plans.,Competence
HPI,0.8,1,Complete tasks successfully.,Competence
HPI,0.8,-1,Do just enough work to get by.,Competence
HPI,0.8,-1,Feel that my life lacks direction.,Competence
HPI,0.8,1,Get things done quickly.,Competence
HPI,0.8,-1,Hang around doing nothing.,Competence
HPI,0.8,-1,Mess things up.,Competence
TCI,0.75,1,Accept challenging tasks.,Competence
TCI,0.75,1,Can perform a wide variety of tasks.,Competence
TCI,0.75,-1,Don't put my mind on the task at hand.,Competence
TCI,0.75,-1,Don't see things through.,Competence
TCI,0.75,1,Feel up to any task.,Competence
TCI,0.75,-1,Give up easily.,Competence
TCI,0.75,1,Like to solve complex problems.,Competence
16PF,0.82,-1,Am not interested in abstract ideas.,Complexity
16PF,0.82,-1,Am not interested in theoretical discussions.,Complexity
16PF,0.82,-1,Avoid philosophical discussions.,Complexity
16PF,0.82,1,Believe in the importance of art.,Complexity
16PF,0.82,1,Carry the conversation to a higher level.,Complexity
16PF,0.82,1,Enjoy hearing new ideas.,Complexity
16PF,0.82,1,Love to think up new ways of doing things.,Complexity
16PF,0.82,1,Prefer variety to routine.,Complexity
16PF,0.82,-1,Rarely look for a deeper meaning in things.,Complexity
16PF,0.82,-1,Try to avoid complex people.,Complexity
CPI,0.73,-1,Am not interested in speculating about things.,Complexity
CPI,0.73,1,Am willing to talk about myself.,Complexity
CPI,0.73,1,Can see different points of view.,Complexity
CPI,0.73,-1,Dislike new foods.,Complexity
CPI,0.73,-1,Do not like concerts.,Complexity
CPI,0.73,1,Engage in discussions.,Complexity
CPI,0.73,1,Enjoy thinking about things.,Complexity
CPI,0.73,1,Understand people who think differently.,Complexity
6FPQ,0.82,-1,Avoid difficult reading material.,Comprehension
6FPQ,0.82,-1,Avoid philosophical discussions.,Comprehension
6FPQ,0.82,1,Enjoy discussing movies and books with others.,Comprehension
6FPQ,0.82,1,Find political discussions interesting.,Comprehension
6FPQ,0.82,-1,Have a poor vocabulary.,Comprehension
6FPQ,0.82,1,Have a rich vocabulary.,Comprehension
6FPQ,0.82,1,Like to read.,Comprehension
6FPQ,0.82,1,Love to read challenging material.,Comprehension
6FPQ,0.82,1,Show a mastery of language.,Comprehension
6FPQ,0.82,1,Spend a lot of time reading.,Comprehension
CPI,0.8,-1,Dislike learning.,Comprehension
CPI,0.8,-1,Don't understand things.,Comprehension
CPI,0.8,1,Know the answers to many questions.,Comprehension
CPI,0.8,1,Read quickly.,Comprehension
CPI,0.8,-1,Skip difficult words while reading.,Comprehension
HEXACO_PI,0.73,1,Can't do without the company of others.,Conformity/Dependence/Need for approval
HEXACO_PI,0.73,1,Let myself be influenced by others.,Conformity/Dependence/Need for approval
HEXACO_PI,0.73,1,Need protection.,Conformity/Dependence/Need for approval
HEXACO_PI,0.73,1,Need reassurance.,Conformity/Dependence/Need for approval
HEXACO_PI,0.73,1,Need the approval of others.,Conformity/Dependence/Need for approval
HEXACO_PI,0.73,1,Often need help.,Conformity/Dependence/Need for approval
HEXACO_PI,0.73,1,Seek support.,Conformity/Dependence/Need for approval
HEXACO_PI,0.73,1,Show my sadness.,Conformity/Dependence/Need for approval
HEXACO_PI,0.73,1,Suspect that my facial expressions give me away when I feel sad.,Conformity/Dependence/Need for approval
HEXACO_PI,0.73,1,Want to be liked.,Conformity/Dependence/Need for approval
HPI-HIC,0.66,1,Don't care what others think.,Conformity/Dependence/Need for approval
HPI-HIC,0.66,1,Don't care what people think of me.,Conformity/Dependence/Need for approval
JPI,0.71,-1,Am not concerned with making a good impression.,Conformity/Dependence/Need for approval
JPI,0.71,1,Conform to others' opinions.,Conformity/Dependence/Need for approval
JPI,0.71,1,Do what others do.,Conformity/Dependence/Need for approval
JPI,0.71,-1,Feel it's OK that some people don't like me.,Conformity/Dependence/Need for approval
JPI,0.71,1,Want to amount to something special in others' eyes.,Conformity/Dependence/Need for approval
JPI,0.71,-1,Want to be different from others.,Conformity/Dependence/Need for approval
JPI,0.71,-1,Want to form my own opinions.,Conformity/Dependence/Need for approval
JPI,0.71,1,Worry about what people think of me.,Conformity/Dependence/Need for approval
TCI,0.67,-1,Believe only in myself.,Conformity/Dependence/Need for approval
TCI,0.67,1,Do what others want me to do.,Conformity/Dependence/Need for approval
TCI,0.67,1,Follow directions.,Conformity/Dependence/Need for approval
TCI,0.67,1,Follow orders.,Conformity/Dependence/Need for approval
TCI,0.67,-1,Give in to no one.,Conformity/Dependence/Need for approval
TCI,0.67,1,Hate to seem pushy.,Conformity/Dependence/Need for approval
TCI,0.67,-1,Quickly recognize possibilities.,Conformity/Dependence/Need for approval
TCI,0.67,1,Try to please everyone.,Conformity/Dependence/Need for approval
7FACTOR,0.75,-1,Act wild and crazy.,Conscientiousness
7FACTOR,0.75,1,Believe laws should be strictly enforced.,Conscientiousness
7FACTOR,0.75,-1,Break rules.,Conscientiousness
7FACTOR,0.75,-1,Do crazy things.,Conscientiousness
7FACTOR,0.75,1,Do things by the book.,Conscientiousness
7FACTOR,0.75,-1,Do things in a half-way manner.,Conscientiousness
7FACTOR,0.75,-1,Jump into things without thinking.,Conscientiousness
7FACTOR,0.75,1,Like order.,Conscientiousness
7FACTOR,0.75,1,Pay attention to details.,Conscientiousness
7FACTOR,0.75,1,Try to follow the rules.,Conscientiousness
AB5C,0.75,1,Accomplish my work on time.,Conscientiousness
AB5C,0.75,1,Am careful to avoid making mistakes.,Conscientiousness
AB5C,0.75,-1,Am often late to work.,Conscientiousness
AB5C,0.75,-1,Do not plan ahead.,Conscientiousness
AB5C,0.75,1,Do things according to a plan.,Conscientiousness
AB5C,0.75,1,Keep my checkbook balanced.,Conscientiousness
AB5C,0.75,-1,Leave my work undone.,Conscientiousness
AB5C,0.75,1,Like to plan ahead.,Conscientiousness
AB5C,0.75,-1,Neglect my duties.,Conscientiousness
AB5C,0.75,-1,Often forget to put things back in their proper place.,Conscientiousness
AB5C,0.75,-1,Put off unpleasant tasks.,Conscientiousness
AB5C,0.75,1,Return borrowed items.,Conscientiousness
AB5C,0.75,-1,Take tasks too lightly.,Conscientiousness
BFAS-20,0.88,1,Am always prepared.,Conscientiousness
BFAS-20,0.88,1,Am exacting in my work.,Conscientiousness
BFAS-20,0.88,1,Continue until everything is perfect.,Conscientiousness
BFAS-20,0.88,-1,Find it difficult to get down to work.,Conscientiousness
BFAS-20,0.88,1,Follow a schedule.,Conscientiousness
BFAS-20,0.88,1,Get chores done right away.,Conscientiousness
BFAS-20,0.88,-1,Leave a mess in my room.,Conscientiousness
BFAS-20,0.88,-1,Leave my belongings around.,Conscientiousness
BFAS-20,0.88,1,Like to tidy up.,Conscientiousness
BFAS-20,0.88,1,Love order and regularity.,Conscientiousness
BFAS-20,0.88,-1,Make a mess of things.,Conscientiousness
BFAS-20,0.88,1,Make plans and stick to them.,Conscientiousness
BFAS-20,0.88,-1,Shirk my duties.,Conscientiousness
BFAS-20,0.88,-1,Waste my time.,Conscientiousness
NEO5-20,0.9,1,Carry out my plans.,Conscientiousness
NEO5-20,0.9,1,Complete tasks successfully.,Conscientiousness
NEO5-20,0.9,-1,Do just enough work to get by.,Conscientiousness
NEO5-20,0.9,-1,Don't put my mind on the task at hand.,Conscientiousness
NEO5-20,0.9,-1,Don't see things through.,Conscientiousness
NEO5-20,0.9,1,Finish what I start.,Conscientiousness
NEO5-20,0.9,1,Follow through with my plans.,Conscientiousness
NEO5-20,0.9,-1,Leave things unfinished.,Conscientiousness
NEO5-20,0.9,-1,Mess things up.,Conscientiousness
NEO5-20,0.9,-1,Need a push to get started.,Conscientiousness
6FPQ,0.61,1,Dislike loud music.,Conservatism
6FPQ,0.61,-1,Don't care about rules.,Conservatism
6FPQ,0.61,1,Have no sympathy for criminals.,Conservatism
6FPQ,0.61,-1,Let others down.,Conservatism
6FPQ,0.61,1,Like to follow a regular schedule.,Conservatism
6FPQ,0.61,-1,Oppose authority.,Conservatism
6FPQ,0.61,1,Respect authority.,Conservatism
6FPQ,0.61,1,Want things to proceed according to plan.,Conservatism
MPQ,0.83,1,Believe in one true religion.,Conservatism
MPQ,0.83,-1,Believe in the importance of art.,Conservatism
MPQ,0.83,1,Believe laws should be strictly enforced.,Conservatism
MPQ,0.83,-1,Believe that criminals should receive help rather than punishment.,Conservatism
MPQ,0.83,-1,Believe that there is no absolute right and wrong.,Conservatism
MPQ,0.83,1,Believe that we should be tough on crime.,Conservatism
MPQ,0.83,-1,Don't consider myself religious.,Conservatism
MPQ,0.83,1,Like to stand during the national anthem.,Conservatism
MPQ,0.83,1,Tend to vote for conservative political candidates.,Conservatism
MPQ,0.83,-1,Tend to vote for liberal political candidates.,Conservatism
TCI,0.71,1,Believe in the importance of tradition.,Conservatism
TCI,0.71,1,Believe kids need tough love.,Conservatism
TCI,0.71,1,Believe that there are universal truths.,Conservatism
TCI,0.71,-1,Believe that there is no absolute right or wrong.,Conservatism
TCI,0.71,-1,Dislike movies with happy Hollywood endings.,Conservatism
TCI,0.71,1,Sacrifice myself for others.,Conservatism
ORVIS,0.81,1,Be a farmer,Construction/Mechanical Interests
ORVIS,0.81,1,Be a forest ranger,Construction/Mechanical Interests
ORVIS,0.81,1,Care for cattle or horses,Construction/Mechanical Interests
ORVIS,0.81,1,Construct new buildings,Construction/Mechanical Interests
ORVIS,0.81,1,Cultivate plants,Construction/Mechanical Interests
ORVIS,0.81,1,Do woodworking,Construction/Mechanical Interests
ORVIS,0.81,1,Go on nature walks,Construction/Mechanical Interests
ORVIS,0.81,1,Raise flowers,Construction/Mechanical Interests
ORVIS,0.81,1,Repair cars or trucks,Construction/Mechanical Interests
ORVIS,0.81,1,Work with tools and machinery,Construction/Mechanical Interests
AB5C,0.73,-1,Am a creature of habit.,Cool-headedness
AB5C,0.73,-1,Am attached to conventional ways.,Cool-headedness
AB5C,0.73,-1,Can't stand being contradicted.,Cool-headedness
AB5C,0.73,-1,Demand obedience.,Cool-headedness
AB5C,0.73,-1,Keep up an appearance.,Cool-headedness
AB5C,0.73,-1,Love order and regularity.,Cool-headedness
AB5C,0.73,-1,Try to impress others.,Cool-headedness
AB5C,0.73,-1,Want everything to add up perfectly.,Cool-headedness
AB5C,0.73,-1,Want things done my way.,Cool-headedness
AB5C,0.73,-1,Want to be told I am right.,Cool-headedness
HPI-HIC,0.81,-1,Get angry easily.,Cool-headedness
HPI-HIC,0.81,1,Keep my cool.,Cool-headedness
HPI-HIC,0.81,-1,Lose my temper.,Cool-headedness
HPI-HIC,0.81,1,Seldom get mad.,Cool-headedness
HPI-HIC,0.81,-1,Snap at people.,Cool-headedness
HPI-HIC,0.81,-1,Yell at people.,Cool-headedness
AB5C,0.73,-1,Comment loudly about others.,Cooperation
AB5C,0.73,-1,Do dangerous things.,Cooperation
AB5C,0.73,-1,Enjoy being reckless.,Cooperation
AB5C,0.73,-1,Enjoy crude jokes.,Cooperation
AB5C,0.73,-1,Impose my will on others.,Cooperation
AB5C,0.73,1,Listen to my conscience.,Cooperation
AB5C,0.73,-1,Love a good fight.,Cooperation
AB5C,0.73,-1,Play tricks on others.,Cooperation
AB5C,0.73,-1,Seek conflict.,Cooperation
AB5C,0.73,-1,Tell tall stories about myself.,Cooperation
AB5C,0.73,-1,Think too highly of myself.,Cooperation
AB5C,0.73,1,Value cooperation over competition.,Cooperation
HPI,0.76,-1,Act wild and crazy.,Cooperation
HPI,0.76,-1,Break rules.,Cooperation
HPI,0.76,-1,Enjoy wild flights of fantasy.,Cooperation
HPI,0.76,-1,Feel that people have a hard time understanding me.,Cooperation
HPI,0.76,-1,Look for hidden meanings in things.,Cooperation
HPI,0.76,-1,Oppose authority.,Cooperation
HPI,0.76,1,Rarely overindulge.,Cooperation
HPI,0.76,-1,Resist authority.,Cooperation
HPI,0.76,-1,Suspect hidden motives in others.,Cooperation
HPI,0.76,-1,Swim against the current.,Cooperation
NEO,0.73,1,Am easy to satisfy.,Cooperation
NEO,0.73,1,Can't stand confrontations.,Cooperation
NEO,0.73,-1,Contradict others.,Cooperation
NEO,0.73,-1,Get back at others.,Cooperation
NEO,0.73,1,Hate to seem pushy.,Cooperation
NEO,0.73,-1,Have a sharp tongue.,Cooperation
NEO,0.73,-1,Hold a grudge.,Cooperation
NEO,0.73,-1,Insult people.,Cooperation
NEO,0.73,-1,Yell at people.,Cooperation
AB5C,0.81,-1,Am not interested in speculating about things.,Creativity/Originality
AB5C,0.81,-1,Am not interested in theoretical discussions.,Creativity/Originality
AB5C,0.81,1,Ask questions that nobody else does.,Creativity/Originality
AB5C,0.81,-1,Avoid philosophical discussions.,Creativity/Originality
AB5C,0.81,1,Can easily link facts together.,Creativity/Originality
AB5C,0.81,1,Challenge others' points of view.,Creativity/Originality
AB5C,0.81,-1,Consider myself an average person.,Creativity/Originality
AB5C,0.81,-1,Have difficulty understanding abstract ideas.,Creativity/Originality
AB5C,0.81,1,Know the answers to many questions.,Creativity/Originality
AB5C,0.81,1,Like to solve complex problems.,Creativity/Originality
HEXACO_PI,0.85,1,Am full of ideas.,Creativity/Originality
HEXACO_PI,0.85,1,Carry the conversation to a higher level.,Creativity/Originality
HEXACO_PI,0.85,1,Come up with something new.,Creativity/Originality
HEXACO_PI,0.85,-1,Do not have a good imagination.,Creativity/Originality
